,INP,MEAN_WIND_SPEED,MAX_GUST_DIR,MAX_GUST_SPEED,MAX_GUST_CTIME,Dry Bulb Temperature,Dew Point Temperature,Grass Temperature,Concrete Temperature,10cm Soil Temperature,Rainfall Total since 0900,Radiation Total since 0900,Humidity,rain_past_hour,APS Total,SMPS Total,3,demott,meyers
0,0.710626061335,14.5,235.0,25.0,1341.5,22.135,17.005,24.25,24.64,16.3,0.0,5022.85,72.7,0.0,2052.5740562,56427.234,,0.824995541295,4.7054117463
1,-1.04188920491,11.0,210.0,18.5,1149.5,14.52,7.845,20.96,24.605,14.89,0.0,6100.95,64.7,0.0,3065.1978672,86953.484,,0.978568827101,4.7054117463
2,-0.755145853135,6.5,250.0,14.0,1479.0,13.78,8.66,16.28,17.95,15.34,2.2,8945.55,71.4,0.0,2009.57596414,90135.278,,0.817593710807,4.7054117463
3,-0.621836692796,4.33333333333,103.333333333,8.66666666667,1132.66666667,13.2733333333,9.12,19.2633333333,23.1933333333,12.2866666667,0.0,4393.23333333,76.2666666667,0.0,15361.3778254,61291.805,,1.94343182836,4.7054117463
4,-0.529893451405,7.33333333333,123.333333333,12.0,1404.66666667,14.7833333333,7.72333333333,18.58,21.0333333333,14.5733333333,0.0,9246.73333333,62.6333333333,0.0,3361.89514152,54271.371,,1.01782441822,4.7054117463
5,0.415690865397,7.33333333333,123.333333333,12.0,1404.66666667,14.7833333333,7.72333333333,18.58,21.0333333333,14.5733333333,0.0,9246.73333333,62.6333333333,0.0,2970.41796604,51053.648,,0.965571467159,4.7054117463
6,-0.520593199601,12.6666666667,116.666666667,21.6666666667,1131.33333333,16.8266666667,11.8166666667,20.21,21.9066666667,13.6733333333,0.0,3481.2,72.3666666667,0.0,4178.71870064,70236.605,,1.11656510344,4.7054117463
7,-0.989613186088,17.0,97.5,27.5,1286.0,13.9025,6.2,16.7925,19.505,14.0825,0.0,5177.925,59.7,0.0,6693.17261716,,,1.36451256922,4.7054117463
8,0.359241951074,17.0,100.0,26.0,1334.0,13.61,6.2,15.81,18.62,14.38,0.0,5843.8,60.8,0.0,1233.27859812,,,0.664156974914,4.7054117463
9,-1.27627047165,13.3333333333,56.6666666667,21.3333333333,1214.66666667,13.7433333333,7.11333333333,16.6066666667,19.9433333333,13.47,0.0,5510.73333333,64.2333333333,0.0,2830.05337518,55167.885,,0.94587764128,4.7054117463
10,-0.69477554348,12.5,50.0,22.5,1489.0,13.495,6.655,16.62,17.905,14.305,0.0,8203.3,63.3,0.0,3641.29134326,71016.639,,1.05300982465,4.7054117463
11,-0.245373766935,7.5,70.0,13.5,1180.5,13.89,11.38,16.275,17.89,13.72,0.8,2135.5,84.85,0.0,1608.65178168,23673.198,,0.743698455388,4.7054117463
12,-0.319542267863,7.5,70.0,12.5,1303.5,13.74,11.06,14.13,15.675,14.235,0.8,3258.4,83.85,0.0,2543.70328628,39930.413,,0.903884742172,4.7054117463
13,-0.443037757625,13.3333333333,233.333333333,21.3333333333,1196.66666667,13.46,8.98,14.66,15.4133333333,11.8833333333,0.0666666666667,3765.86666667,74.4,0.0666666666667,3396.0464438,74451.797,,1.02221313621,4.7054117463
14,-0.645002895215,11.6666666667,266.666666667,23.3333333333,1118.0,10.0933333333,4.77666666667,12.2566666667,14.1866666667,10.8033333333,0.0,3123.5,69.6,0.0,2036.3654042,31177.709,,0.822215885142,4.7054117463
15,0.414955984606,10.25,230.0,22.25,1278.75,13.72,9.59,13.6725,13.22,11.175,0.0,818.675,76.1,0.0,8351.27600954,166370.924,,1.49932633788,4.7054117463
